Num,V_cmax,V_cmax_se,J_max,J,J_se,V_TPU,V_TPU_se,R_d,R_d_se,cost,citransition1,citransition2,V_cmax_pts,J_max_pts,V_TPU_pts,alpha,alpha_g,gamma_star25,Ea_gamma_star,K_M25,Ea_K_M,g_mc25,Ea_g_mc,Oconc,theta_J,ID,id
0,63.38511519,0.540250658,133.9060533,124.1110452,0.029144207,1000,NA,-2.520622353,0.155995113,7.346712591,471.8208228,1032.648076,70,125,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,aqua-12,aqua-3
0,61.78519437,0.408631749,128.7520164,119.7911166,0.024243062,1000,NA,-2.174879303,0.117264778,4.808000787,472.6836672,1060.567068,68,128,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,aqua-19,aqua-6
0,60.98814044,0.386751908,132.9189784,123.2871984,0.041630778,1000,NA,-2.159446893,0.115938806,10.12419198,533.2410043,1031.930702,85,110,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,aqua-3,aqua-12
0,66.12303921,0.419041364,142.8018916,131.4593317,0.040666406,1000,NA,-0.365411816,0.120834024,10.11664852,516.4069153,1000.654861,87,108,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,aqua-6,aqua-19
